threshold,true_negatives,false_positives,false_negatives,true_positives,precision,recall,f1_score,false_positive_rate,manual_review_volume
0.1,552401,1173,258,1887,0.6166666666666667,0.8797202797202798,0.72507204610951,0.0021189578990342753,3060
0.2,553052,522,363,1782,0.7734375,0.8307692307692308,0.8010788941335132,0.0009429633617185778,2304
0.3,553288,286,409,1736,0.8585558852621167,0.8093240093240093,0.8332133429325654,0.0005166427614013664,2022
0.4,553359,215,433,1712,0.8884276076803321,0.7981351981351982,0.8408644400785854,0.00038838529266186636,1927
0.5,553411,163,468,1677,0.9114130434782609,0.7818181818181819,0.8416562107904643,0.0002944502451343452,1840
0.6,553463,111,513,1632,0.9363166953528399,0.7608391608391608,0.8395061728395061,0.000200515197606824,1743
0.7,553500,74,576,1569,0.9549604382227632,0.7314685314685314,0.8284054910242872,0.00013367679840454934,1643
0.8,553523,51,636,1509,0.9673076923076923,0.7034965034965035,0.8145748987854251,9.212860430583806e-05,1560
0.9,553554,20,736,1409,0.9860041987403779,0.6568764568764569,0.7884722999440403,3.6128864433661984e-05,1429
